zipcode,all_reviews
11354,"This place is so good! When my friends and I came here, we had the tangsooyuk, kimchijigae, haemul pajeon, and mul naengmyun. My favorite was the... Where should I start? First of all, I go to this place 
at least once a week and when It's raining especially. Not only their foods are amazing, but the... My friend and I would say this place is mediocre at best. The budae jjigae has a lot of different ingredients which was nice compared to places that don't..."
11354,"What?!  How has Tonight Bar not been reviewed?  I realized this when I tried to check in on my iPhone. 

This place is SOLID.  The perfect dive bar in... Another in a long line of overpriced bars in Flushing. I've been in here a few times and the owner has always been friendly, but i can't really say the same... No Review"
11354,"Found this place on Yelp and we're so glad we did! 
I came with another person and it's $40/hour. They have great selection of songs, excellent sound... Great place for Karaoke. Reasonable price. Good place to have a good time. Staff are very friendly. Best place for karaoke in flushing!! Best songs, best facility and best staff!!! Must come if you're a karaoke fan!"
11354,I ordered from here and I found the barcode sticker that comes on produce at the store still on the pepper cooked into my food. Truly disappointed. They... No Review No Review
11358,"Being a resident of Murray Hill, Manhattan, I simply could not wait to pay a visit to Murray Hill, Queens.

Just kidding.

I came to this neck of the woods... No Review No Review"
11355,Stumbled across Ye-Du with a friend of mine the other day.  It's a PR karaoke bar.  If you need an explanation on what PR means feel free to message... No Review No Review
11354,"I've been meaning to check out this KTV place ever since the day I noticed it as I was passing by on my daily bus route, and now I finally did!

My friends... Apparently they have a tipping rule that force you to pay at least 18% tips based on the after-tax amount.
This is the third time I've been here as I liked... A nice spot to kickback at with friends. 

I came here on a Thursday night with a group of four and the service was great. The karaoke system was easy to..."
11358,"I love everything about Dream Pocha--the people who work there, the lowkey ambience, and of course the selection of alcohol!!

First off, the employees give... I love coming to this place on the weekends. The vibe is always so chill, workers are friendly, and the food is amazing. I always get chicken feet when I... I love this place. The workers are so nice and would interact/ check up on us. The food and service is amazing with good music."
11354,"If not for the big, burly bouncer at the door, and the small ""KO"" on the nondescript brown exterior, I would've missed this place completely. Once inside, I... I came here almost every week for both Karaoke and Pool. Now I honestly like the asian environment but there are many stuck up Asian kids here so watch out.... No Review"
10034,"A very chill/laid back vibe during a weekend day. Note- this place is cash only. 

I ordered a Kobe burger with fries and enjoyed the meal. The burger was... TL;DR: This place is a hard pass.

My partner and I decided to stop here for lunch, after her previous good experience.  The restaurant was relatively empty... After walking past 6 different restaurants in Inwood, as none of them seemed appealing, we took a chance on The Park View and were not disappointed! Heads..."
10463,"Okay random 1st time fall in with my sister friend. Walked pass this spot for a bit during my normal errand runs for over 20 plus years and have said I... Not really sure why yelp is hiding their reviews but this place is great. 
Went in not knowing much about it on Sunday for football with my friends. The... Best food !!!!! Love this place they have the best food and drinks! Vibes are great and they have games. Been here two times and the service is always..."
7631,"Blue Moon offers free delivery which is great, especially given the circumstances we are all in right now. Everyone is so friendly and helpful when you call... Life during social distancing made a little better by take out from this family favorite Mexican restaurant in Englewood.  My family has been celebrating... Blue Moon made our Cinco de Mayo just perfect! 
Helen, Dave and Colleen are all amazing and the food was GREAT! We have some food allergies and they took..."
10458,"First time here, definitely not my last.
Great beer selection. Excellent service!
If you are a craft beer person this is the only place in the Bronx. Beer... How is it possible that my husband and I didn't know about Clinton Hall? We met some people at Gun Hill who suggested we go to Clinton Hall for dinner.... Nice nice, wIth a beer garden, and games to play while you get your drinks. Spacious and cozy bar, for a group gathering or a solo drink by the bar.

Has a..."
10468,"Johns one of the best bartenders in the Bronx! Makes great drinks and I will continue to come back again and again! We love that we have the option to play... Pat O'Brien's Pub is a classic Irish American pub.  

It's got a pool table in the back, and an American and also an Irish flag hanging in the middle of the... O'Brien's is a great place to grab a beer, relax and watch a ball game. The bartenders are friendly and there is always a lively conversation going on. Pool..."
10040,"Bad customer service . These people scam your money , the people working here are so rude . A bottled water is 5 dollars . They have junkies serving you... This is by far the worst restaurant I have ever been to. Besides the the fact, that they did not give us our complete meals, the food was disgusting. The... I will never ever go back to this establishment. Very unprofessional. I went on a Saturday for the mayweather fight party. I was moved from my seat 3 times..."
10471,"I have been coming to the Last Stop for over a year now. All I can say is that the service is amazing!!! This family run establishment takes care of... Literally the LAST STOP on the uptown 1 train nice space, offering multiple high tables to enjoy food/drinks. Bar section is spacious enough to hang out... I really, really wanted to like The Last Stop, and was very prepared to do so. Alas, my dining experience was very disappointing. 

First of all, the server..."
7024,"Their lunch menu is so affordable during the pandemic. I highly recommend pork bbq and spicy stir fried rice cake. Came here with a friend on a Saturday because we thought there was happy hour (like it said on the menu on line). Unfortunately, they tell us they no longer... Our server was not only friendly to us but treated our pup with such care! He brought her water and gave her some pets every time he came to check on us...."
10467,"This review is for anyone who has ever had a curious thought about that random bar next to the pizza place at Woodlawn Station.

I'll be honest: this place... No Review No Review"
7024,"I actually liked it a lot! Drinks were expensive, but they were good. For some reason they also closed fairly early on a Saturday night (11pm). 
I liked... I loved the oysters.

The dry aged ""striploin"" was literally dry and I have it cooked rare.  The side edge was rubbery and made me feel like I was eating my... The best bread & spreads I've had at a restaurant! The entrees & drinks were excellent no as well. Great cocktails. I'd say it's a little overpriced but..."
10463,"Been going to cocina chente for a few years now. The drinks are great. I love the chille rolleno, and tostadas the most. The chimmi tacos and steak could... I've been supporting this small business during the Covid 19 crisis. I order on the phone and pick up. Service is quick and happy hour prices are honored on... We ordered from here for Cinco de Mayo. Never ate there before. They do delivery via Grubhub. The food was excellent - I recommend the street corn, the..."
10463,"seisiúns at 4pm Sundays and into the night
Tough parking situation but was lucky.
Music was great Craic! #GuinnessPints were perfect.
Community tables and... I walked into this place for the first time tonight and enjoyed a nice drink while listening to music. I was looking forward to coming back until the bar... The Jeremy Bar-Ilan Band performance brought my family to this Riverdale, Bronx cafe. You can really get a feel for the venue atmosphere if you go to UTUBE..."
10463,"Stopped in to Applebee's last night for a light meal of appetizers. I ordered the classic combo which included chips, spin-arch dip, mozzarella sticks,... Their Triple Chocolate Meltdown Cake is like having a slice of heaven in your mouth. This is their version of the famous molten lava cake. It even oozes... I really use to like this spot; it was a nice place to go to after a long shopping day... but this place has changed so much!

When my friend and I walked..."
10458,"The Bronx Beer Hall is tucked inside the Arthur Ave Market. It only had IPAs on tap when we came which my bf loved but wasn't quite my speed. I opted for... The Bronx Beer Hall is a mini biergarten of sorts inside the Arthur Avenue Market in The Bronx's Little Italy. 

Service was efficient and friendly.  The... I was in the area with some friends one Saturday, for the NY Pizza Festival and we stopped in here afterwards for a few drinks.My friends I was with are..."
10463,"Thank you for figuring out curbside pick up and social distancing. Been craving the Miele and melanzana pizza for weeks. Picked one up for myself and one... The folks here didn't hold back when they transformed whatever it was to what it is now. I could be wrong in all this- but I felt this place screams ""From... Kings bridge social club is a cute little place which is a bit tucked away in the neighborhood. It's very unassuming from the outside but quite charming..."
7024,"This place rocks. As someone else wrote, this kind of sports bar /biergarten is exactly what Fort Lee area needs! Let me tell you why you should visit this... This place never disappoints! Very spacious and good for large groups, especially if there's a certain game to watch. I usually visit in the afternoon, and... Been coming here since it opened and food and drinks have gone way downhill. This time, we were given the wrong beer menu which led to the server coming..."
10457,"This is not an over the top,  fancy Ecuadorian restaurant but know for sure that you will find great, authentic and reasonably priced ecuadorian dishes. It... This is probably the worst restaurant in The Bronx. My my 73-year-old mom and her sister went to eat at this place and they were treated like crap. First... I have been coming to this restaurant for years; since it opened. The food is great; very authentic Ecuadorian food. The staff is friendly, the music is..."
10034,"My husband and I both love Indian Road Cafe! We eat here regularly. It's a lovely location looking out over Inwood Hill Park and their cocktails are... I've lived in this neighborhood for 7 years and Indian Road has been declining for a long time now. What has kept this place in business is probably the... My wife and I got engaged by this restaurant, and celebrated at Indian Road Cafe, so it's always held a very special place in our hearts. Despite living ~30..."
10471,"Had the brunch to go today and is great to see and support one of our favorite local spots in the Bronx.  Anthony and Cris as always great you with a smile... Had another great happy hour stint with our good friends, sort of a second birthday celebration for my girlfriend's husband. Anthony was the bartender on... This place was awesome. I came in for lunch to celebrate my oldest daughter high school graduation day (singing""Ce-le-brate good times, come on, let's..."
10468,"One of my most favorite places in the Bronx.. Sadly, it's now a church. When I hit that Lotto--I'm truly buying it and bring good movies and concerts back... Saw a silent film here recently and loved how amazingly well preserved this theatre is. Gorgeous and opulent in every detail and a really fun bit of nostalgia. Saw The Killers here on 9/18 for their YouTube LiveStream courtesy of American Express and their ""Unstaged"" series. This is a series of shows where AMEX..."
7632,"Great ambience and service. The iconic restaurant of Englewood Cliffs has been around for decades. The restaurant is long and narrow with an open kitchen... i loveeeee this spot!!! i've been coming here since i was in high school with my parents and we still make it here to eat now that i live in union city!... Been here many moons ago but I remember how good the ravioli was! I came here for lunch and it was a delicious lunch! We got a salad and soup, but the..."
10458,This the only place I've been where they told me you don't belong here because I'm Puerto Rican from the staff - blacks only - what a joke No Review No Review
10463,"Decent sushi place in the Riverdale area. Waiters and staff are polite and attentive. On a Thursday evening, the bar area was full and there were a good... The food is good but the service is so pushy. Even when they're not very busy, the waiters watch the table so they can come collect dirty plates as soon as... The shrimp tempura I tried was good. 
The place is quiet and is dark inside, I had to put up the reading glasses and yet still not very clear. I have read..."
10458,"During this covid19 pandemic I was away from home and missed the great eateries in the bronx. As soon as I returned I decided to order in. I had lunch at... I live in California and a good friend of mine is a firefighter at a local firehouse. During such a crazy time with the Coronavirus, my husband and I wanted... Recently had food delivered from here. 
I've dined in multiple times and also have gotten take out. 

In my recent order I asked for two rib eye steak..."
10467,"Went here around midnight recently since we were all hangry and thankfully they were still serving food. It took about forty minutes for our food to finally... Best restaurant around MONTEFIORE. Food is fresh, cooked like at home ... just delicious Went here on a Friday night recently and ordered a bucket of 5 beers, 2 shots of Jameson, and a rum & coke. They charged us $25 for the bucket and $12 each..."
10458,This music in this place is way too loud and they have the same songs every night.  I think theyre closed down now Liz the bartender is amazing. Impeccable customer service and shes hott!. You can tell she knows whats shes doing. Vera is also fricking amazing. However... No Review
7020,"Excellent time!  The bartender Teddy was excellent.  Great atmosphere and the food smelled amazing. Didn't order food because I had already eaten, I will... Good pub food , good beer and good people.
The famous sliders are fire and the cheff Scotty is really friendly , good cheff. Chef Scotty is back -- Dino's temporarily went to shit in his absence but now it's great again. The wings are real wings! The burger is fantastic."
7020,"Decided to check this place out with 2 of my friends. Overall, we had a great experience! As soon as you enter and go through the back, you're basically... Fairly new place off river road in Edgewater (closer to GWB). Came here twice with family during lunch around 12-1230pm on weekends and was seated... The food was very good with great flavor 
The staff was very attentive but not a pain in the ass
BUT the valet area was filthy !
Cigarette butts all over..."
10458,"Another food delivery during COVID 19.  Ordered the classic cheeseburger medium and it was juicy and cooked correctly.  Melted gooey cheddar.  They had a... The wings are . I used to devour their sweet potato fries with cheese . Please bring back the sweet potato fries!! I visited Howl at the Moon on May 10th, 2019 with a friend. They wanted to go out for a drink and quick bite to eat without having to travel too far or into..."
10471,Me and my wife had the take out Quesadilla chicken shrimp it was awesome the side chips and salsa was great eating at a lot Mexican restaurant this is... Pleasantly surprised. Food was authentic and good. Margarita actually had liquor in it unlike a lot of other places. Staff was great. Prices were... Santa Fe is pretty okay. It's fine for a Mexican place in Riverdale. There's not that many good food options in the area. It gets to be slow. This is even...
10468,"I went for lunch. The place was quiet. The server was nice but it's obvious that they cater to the Latino customer. It means I will have a place to practice... I wouldn't recommend this place to anyone except maybe someone who wants to smoke hookah?

Customer Service - We walked and noticed a large party of maybe... This bar is rowdy loud people outside in the rear deck area till 2 or 3am at times. Please keep in mind dearest owner/bartender, the deck faces 2..."
10458,"Ah, CTL. You knew you were in the Bronx when you went here, with the metal detector at the door. I always had fun here, though. It got pretty bad after a... No Review No Review"
11375,"Tuscan Hills does a decent job are creating something Tuscan! If you happen to sit facing the inside of the restaurant (back towards the glass), it'll... Love love love!! I have been meaning to come here for a while now, but never had the time. On New Year's Eve, my date and I decided to have dinner here... I really like Tuscan Hills. I like it a lot. We've been going there for a year. We stopped going briefly for a few months after a particularly unpleasant..."
11374,"Great place to have a few, watch some sports and hang out with some cool people. Bartenders are super friendly and attentive. Small, narrow, local dive bar that serves ice cold bottled beer and has a pool table where every cue stick seems to be defective (missing tip / cracked... Ok here it goes if you just want to drink simple nothing special this is the place cool bartenders there's a pool table in the back you can relax & play..."
11375,"So we hit up this spot for their Tuesday BOGO for snack wings. Place wasn't that packed which was surprising, but hey why not right? As soon as I came up... Terrible customer service and will not order again.

Ordered the 20 boneless 20 traditional ""deal"" last night for over 40 dollars. Got it home, and found it... I ordered online for 20 wings plus I redeemed my reward for Chips and Salsa. When I got to the Store, they rudely told me their Blazin Rewards App is not..."
11418,"I have been going to Happy Days for many years. It's like cheers, everyone knows your name. I mainly go there on Fridays and Sunday's to get the bartender... No Review No Review"
11368,"I had a birthday party here I think I forgot but this location is really small there's two bathrooms at a really small they have a small bar right by the... I booked this hall for my son's first birthday party 2 months in advanced - signed a contract with the owner and everything. The day before the party, I... No Review"
11375,"Came during the storm on Tuesday when schools were closed. Basically same thing I said in my last review. Still consistently good food: guacamole is good... There was excitement when 5 Burro Cafe opened for takeout during Quarantine and they have been getting slammed since.  They have been good about updating... So happy 5 Burro is open for takeout right now. I've been craving their foods for a month, they were closed for a bit before Easter but when they reopened..."
10452,"I've been here quite a number of times and have not left a review.  However, what they are doing during the covid crisis deserves a review.  They are... The running club I belong to hit this place up after conquering the NYRR New Balance Bronx 10 Mile race on Sunday.

It a nice spot to hang out after an... Super gooood margaritas!!!
The food was fresh and chicken was very crisp!
Friendly staff
Did find a small fruit fly in one of the drinks but I will give..."
10034,"It's a beautiful surprise in the neighborhood, excellent food, my mojito was great, the service is outstanding, thanks Israel.

Great ambience and... I was actually very impressed. I came here for Mother's Day they have a prefix menu. Price was beyond reasonable. The food was amazing. The prefix included... In the heart of a beautiful Latin party avenue, filled with good restaurants, shopping and things to do and see, this large corner restaurant is a gorgeous..."
10040,"I would HIGHLY recommend this restaurant if you're looking for food that's moreso on the gourmet side. The dishes here are fantastic. I ordered the Chef's... More of a 3.5, but I'll round up. If it was in our neighborhood, it would be a solid 4. A cute, small spot good for a date or group of 4 or less. Felt like... I love this place! Tannat's wine list is very impressive --and rotating. Their staff is always very friendly and accommodating. The food is more expensive..."
10040,"Delivery was on time. I order chicharrones de cerdo was good, it came with rice and bean stews. The food potion was great with the price. Coffee was ok.... This is what's inside the pastelito. It's smells like old meat.I called the restaurant I told the girl you sent me a pastelito with old meat. She basically... No Review"
10034,"Great cocktails, warm and friendly atmosphere. The food is consistently good. Been here 4 times now and everything I've had is great. Highly recommend the... 17 dollars for a veggie burger. Let me repeat that: 17 dollars for a veggie burger.

Pipers kilt is seriously missed, even years later. This place is no... I don't go here often for a reason. Partly because of the loss of Piper Kilt and its menu that truthfully was far better. Yeah, I know, the menu, chef and..."
10040,"Staff is amazing and customer service is on point. 
Drinks are great & food is always good. 
Delivery service is also provided and always punctual. 
Will... Locksmith always delivers consistent good service to their customers and good tasting food. Take out was easy and smooth. The establishment was clean and... Locksmith is AMAZING, food and drinks are A1! They have definitely been essential during this quarantine. Their henny coladas are such a necessity LOL (MUST..."
10034,"I I used to really love this bar, was a faithful patron for 5 years  met great people had a great time, spent thousands of dollars a year. This was until I... Love this bar. The bartender is a true  New Yorker!! She doesn't give a F who you are!! Great place to just go hangout, have drinks and listen to music. I... At the bar at The Liffy. I love this place. Been coming here for years. Steve is my favorite bartenders.  They're awesome, and this place is so cozy and..."
10034,"My family, friends and I were turnt up for my birthday last sunday! The hookah was great, the music was bomb! Only thing I didn't get to try was their food,... Friday night was my saving grace to end a turbulent week.  With a work colleague we trekked to Dyckman in Inwood / Washington Heights of Northern Manhattan... The food & hookah were great but the service leaves a lot to be desired. I ordered a drink from the waitress when we first walked in and never received it...."
10034,"So I went to this place on a Friday evening around 9pm. A girlfriend of mine had chosen this place to celebrate her birthday. She reserved 2 tables with... great place to meet friends for happy hour .
love the food great music and great staff . I'll start off by stating that I had reservations for another place for 12:30 pm. When we got there we found out that the brunch price has changed to $40 pp..."
10458,"Best hookah in the entire Bronx along with drinks. The food is excellent, and the employees are very friendly and approachable. I have been a new customer... I'm sad. Tonight was really weird. I've been to Rulay so many times and today was the first time that I felt discriminated against for being black. WOOOOOW.... I've been to Rulay on many occasions since I work right down the street, and I've decided to stop coming due to the uniformly poor service.  

Honestly, the..."
10032,"I ordered some takeout today . I ordered the barrel burger along with tater tots . The burger was excellent just like ordered medium well. I appreciate... We got take out from them during COVID...guys I can't express to you enough how great these people are!! They knew we were ordering for a birthday, they... What. A. Gem. 

First Coogan's was my spot, then Fort Washington Public House and now Barrel 79 is the winner. I hit up happy hour on a Wednesday with my..."
10034,"I wish I had taken a picture of my delicious food but I was too busy singing and eating my pasta .  Great food ! Great atmosphere, Great service . The music... Bueeeeeeno ... 

The saying goes, ""If you don't have something nice to say, don't say anything at all."" This place is beautiful and if your planning on a event dinner this is a good place for it. The place is so spacious they can accompany big parties of 20+ ...."
10034,"I was amazed by the menu and ambiance of this bistro.

Cool spot to stop in and check out, dine-in, booze it up, or lounge on the couch. Their menu is... Came here for brunch with my fiance. The delicious Latin aroma welcomes you as soon as you walk in. We went mid-January and I was pleasantly surprised that... First time here, I didn't know what to expect. Such a cute place. Please dress up coming here. Me and  my date dressed down, coming here for an early Sunday..."
10463,"Buffalo Wild Wings is always a hit or miss no matter what location you go to. 
I've come to this location before and I know not to expect the fastest most... Horrible, horrible!! I've came here about 3 maybe 4 times at different times and days of the week hoping to get a different experience. Nope!  Your... So we ordered thru door dash service was very fast but not without issues. 

On the app we got a small wings and it asked us to pick 3 sauces so we did...."
10034,Went here on a sunday late afternoon was seated right away table for five took a while for the waitress to show up took our order and took a while to bring... Where do I begin. This place has no costumer service edict. After dinner we decided to stay and have a few beers they refuse to give tables to those who do... I went to Casa del mofongo this past weekend. The location has two sections a restaurant portion and a bar portion. I first went to the restaurant side. We...
10463,"First things first shoutout to our waiter Shawn who provided us with great customer service and the proper intel on what sauces and menu items were best.... Been coming here for 10 years and they do not disappoint. Great food, atmosphere and beer.
Love the semi hipster pub feel. Feels good to have something like... First time. Good vibe
Meet #FordhamRamily to watch the hoops  game from Rose Hill  55 blocks away. Many great brews on tap, tasty local and unusual beer...."
10463,"Great Place. You Can Choose From Music For A Small Fee. Bartenders Are Friendly and Helpful If You Arent Sure What You Wanna Drink. I Would Recommend This... Cash only, which is fine but the beer was $7 and three kegs were kicked. Place smells terrible. I ended up sitting outside on the patio just to get out of... Fabulous find. Cozy and nicely divey. Bartender Greg is terrific--friendly and cool. Try the kingsbridge (burboun, bitters, lime juice, tonic)-- it's Greg's..."
7632,"Need to experience  this place's Pizza and Pasta.
My son attending the college in the city and he said the thin Pizza in here is best ever he experienced.
I... The only reason I gave one star is there was no other way to open this page. ZERO stars. And if I could give less than that I would! Mother's Day delivery.... Giovanni's Bicycle Club is easily one of the best Italian restaurants that you're going to come across in New Jersey.  We've had their pizzas and many of..."
10463,"4/5/2020 - Came here again for some take out (obviously due to Covid-19) where the wings, fries and blue cheese were consistently awesome...The great... Really good bar that manages to somehow be a sports/wings place, very low key and local-friendly, and a decent restaurant to boot.

The owner is always... Happy when flank (or hangar/skirt) is on menu. Fries are thinner and delicious. Bread not hot or soggy. Meat tender 

Update: Sunday lunch. See pic of..."
10034,"Located in the heart of heights. This bar/grill was the site of a surprise birthday party.  We had the whole Resturant to ourselves for four hours with... Although the portions are huge and food presentation is appealing, the price of this restaurant does not match the standard of the food. After ordering the... I came to Pat'r Palo for my birthday last year, it was sooooooo good that I didn't find another place that could compete with them for this year's..."
10468,Omg best marisco mofongo ever! Sangria on point and music was BOMB on a Tuesday! Whaaaaaat Came here in March 2020 and this place is lucky I even have to put 1 star to write a review. Owners waitress and whoever else runs the place is a complete... This use to be my favorite place to come for food and drinks. I don't know if they got another chef but the food was horrible. The waitress was very sweet...
10452,"My friends invited me to Papa Juan's for the first time. The gentleman who helped us was not only incredibly knowledgeable but also provided amazing... I been a regular at Papa Juan's Cigar Room since it's inception and as the years go by, the owner has not only upgraded the lounge but also has increased... Best cigar shop in the Bronx come see candy  she'll take care of you!!! Great place To hang and relax during a Yankee game always a nice cool breeze coming..."
10453,"I have to start with the Owner was very diligent in making sure my issue slash order was correct. I am very pleased. Food came hot perfect and on time. The... I've been trying to be supportive to restaurants during this difficult time but the customer service has been extremely shit. I can understand with... I wish I could give this place five stars because their food is actually good but I can't. Their customer service is terrible, I ordered online- they forgot..."
10458,Great place to sit back relax and smoke a cigar great selections your treated like family there's music and tv's for all sports games i will differently be... I like this place they have a variety of cigars in house and imports. The owners there giving you feed on what's good and what's great to smoke. This is my... No Review
10463,"What a cute place in Riverdale! A friend and I came for happy hour on a Friday- which gets pretty crowded, so try to make a reservation if you can! 

This... We spent a piece of our anniversary weekend at the NYBG orchid show and decided to stop here after the show. This was solely based on Hot & New reviews so I... No one should ever support an establishment that does not stand for the rights and lives of black Americans. How flippantly ignorant and so out of touch..."
10463,"I came here  with a group of friends last weekend and been meantime to write this review, now I'm not a big Yelper reviewer, so please be advised if I'm... This has been my go to spot for almost two years now but for the past month their new servers/bussers have shown nothing but their inexperience to multitask... This place has solid drinks and specials, and a good overall vibe. I like coming here for Happy Hour with my boyfriend. The food is okay. It could..."
7024,"Very good food. We ordered a tortellini Jo Ann with the cream sauce and and a penne jo Ann with a vodka sauce. Both delicious. The shrimp and lobster in... TERRIBLE SERVICE!

We decided to go to this place for Christmas Eve dinner celebration 12/24/19

We felt uncomfortable with the waitress rude tone of voice... This place is the one I like best. I eat in a lot of restaurants but to this one I go the most. The stuff is very warm and the cooking they serve is so..."
7631,"Excellent! I must say, they have always taken care of me. Yesterday was my, anniversary. My plans had to change, due to the virus. I ordered delivery, from... Completely forgot to enter a review for this place. Have dined a few times and have come in just for drinks. Drinks are good, crowd is OK. Love the valet... I had drove pass this place countless times and had been intrigued to try it without even knowing the name of the establishment!  It looked super cute from..."
7631,"Awesome food. Awesome ambiance. Great drinks. Great dessert. I tried to take pics but they are gone now lol. Menu was limited but just perfect. 

Nicole was... This place exist ONLY because there's a theater next to it and there's not many other places around it . 
Where do I start ? 
Service - really bad 
Food -... Always seen this place around and never went, but a friend recommended the place to me so I decided to show up. 1. There are two sides to the restaurant and..."
11103,"Ok so. This place was lit. Chill and cozy. I asked for a strawberry margarita and the bartender walked a crossed the street and bought real strawberries.... Okay, full disclosure, this space has had plenty of turnover past several years. And. Not. One. Remained. Until now, folks. 

I've almost always overlooked... After midnight and you're on the plantation with no other chores and can't sleep what do you do? 
If you answered take a walk and find a dive bar you're..."
11103,"We love this place! We were missing dining in, so we did delivery tonight and their takeout is ON POINT. Lobster rolls were perfection, along with warm,... This place does not deserve 4 stars. The last two times I've been here the service has left things to be desired and the lack of transparency is... Sorry have to give 3 stars because of the service. First time here and I asked 3 questions. Was only one here. I asked if they had anything on tap? After..."
11102,"There's a full bar-- 27 pool tables-- restaurant seating, bar seating, Railbird seating facing pool tables for those who wanna watch good pool. Steinway... I was not really impressed with this place. I dont play much pool anymore but my brother is semi-pro and was visiting from Miami. He wanted to come here. It... Steinway is ok. Tables are in decent shape but they charge 15 per hour for the table NOT 12 as they claim in the front counter."
11368,"I absolutely love this place. My husband and I go here at least twice a month. Today we ordered delivery and I'm not disappointed at all. Always on point. This is a super cute restaurant! Right across the highway from Shea stadium. It's inside a hotel. It used to be privately owned, now I believe the original... We ate here a couple of times because we were staying in the hotel. The first time, the main restaurant was closed for a private party, so we ate dinner in..."
11354,Love their! I got take out a combo of snow crab legs n shrimp. I picked the naked sauce medium omg it was everything love the flavor. I will definitely be back Ordered the snow crabs for takeout with the naked sauce. It was absolutely tasty and the crab were large. The sauce was excellent it was a mixture. Can't... We came here as a last minute decision for Valentine's Day dinner and we were  not disappointed. Obviously we did not have a reservation but the staff was...
11106,"Impeccable service, delicious food. Awesome atmosphere, classy, quiet and business-casual. When they offer you dessert, get one of everything + the Mexican... Made reservations 5 days ago and when we walk in they have us wait over 35 min kept telling us there's no tables but other ppl where coming and sitting I... I came here with a group of 8 on a Saturday Night. To my surprise, the restaurant was almost empty.. Which I L O V E D. The table we got was in the center..."
11375,"Hookah is pretty good here, not overpriced like some other hookah places in the area. 

Only thing is that when u order something like the classic burger,... Maybe the worst lounge I've ever been to. Waited over half an hour to get a server to come see us we get there early enough for happy hour but it took the... The hookah is great!
Their food comes from Munch so it's amazing by default. The guys working inside are super attentive. My hookah was taking longer than..."
11375,"This was by far the best bar I have been to in Queens.  The crowd and atmosphere was amazing as we were greeted while walking in.  The selection on tap was... I've started going here since my old haunt has nosedived, and have to say I am impressed, so far. The bartenders that I've met (Arly, Patrick, Michelle and... Great local pub, seems like everyone knows each other, and the prices are great. FYI: Cash Only!"
11102,"We have now been here twice. Once in April for my husbands birthday and again more recently, for brunch. Pro: it's not crowded for brunch. Con: brunch is... I actually really do like it here.  The staff is super friendly & attentive and the space has a great vibe.  Why the star knock, then?

Well.  I got myself... This review is for brunch. We had the most awesome waitress. She was very kind, observant and attentive.  
The food was just as amazing. I opted for the..."
11368,"This is an historic gem of a theater straight out of the Mad Men era, plus it's one of three original sections of the old New York State Pavilion from the... I returned once again to my fav theatre in Queens.  A truly hidden gem....literally! lol  Kudos to everyone who can find it!  But it's only hard the first... We attended the fabulous performance of Moliere's Tartuffe at this beautiful theater and had a great evening ! The acting was spectacular, the theater..."
11368,"Ordered in the middle of the night and it was way above my expectations!   Margarita pizza was ordered and it arrived timely.   Presentation matched taste;... If you're not someone that looks like he just came out of Ecuador, or if you're not a male. Do not come here. I came here with my asian girlfriend and there... The pizza was okay, overly greasy and I ordered 4 zeppoles for $1.00 but got 2 instead and they were hard as rocks!!! I threw them in the trash. I would..."
11106,"This place is so not my scene. Two stars is generous because for a not-so-fancy place with crappy music (all hip hop, from like the last century), the... No Review No Review"
11375,"Wow! I stopped by on Mother's Day for a yummy treat -my friend and I got strawberry margarita. Yummy. And what a value the 32 oz is. Get that! 

We came... I've come here for dinner in the main bar/restaurant once and been in the beer garden another time.  I really enjoyed the food and the beers.  When dining... It was our usual Friday date night and I decided to take my hunny here. It's a casual pub that serves American fast food such as appetizers, salads, soups,..."
11106,"I've had a strong thirst to try Sekend Sun for awhile now and last night I finally got to quench it. I've longed to see and photograph their glowing neon... My friends and I have been coming here for awhile now, and always for the Tuesday special of burger & beer for $10. The burger is just a burger nothing to... Needless to say I was disappointed. The omelet is worth the price however don't get the French toast or side of avocado. Honestly the quantity and quality..."
11385,"While waiting we originally had another waiter who was very rude and obnoxious. She was more focused on the Caucasian people. We waived at her a few times... Decided to take myself to lunch and I haven't had chili's in quite a while. 

Only two negatives I have with my dining experience is, when I came in there... Just a little lunch after the movies with my babies and they wanted something off the kids menu and so did I. We planned on keeping it very simple.

When we..."
,"My favorite of the two mainstream music fests in NY. The crowd is less young, there for the music, and had more artsy exhibits to see and explore during the... Let's be honest with each other - does anybody actually go to these music festivals for the art installations they do heavily try to feature? Anyone? No?... Going VIP wasn't worth it. Getting in, the VIP line was longer than General Admission. And I felt like the vibe was much better outside of the VIP areas......"
10019,Located in the Peninsula hotel it is one of the hotels lobby bars. There wasn't many patrons in here when we came at 7pm on a Thursday. I think the workers... We went here last night for drinks after arriving the city. The bar tender was very friendly and knowledgeable about alcohol. The cocktails were out of this... Great cocktails and snacks! The jasmine tea cocktail was very fragrant and tasted awesome (gin). wine selections were diverse and quality. Friendly service...
10075,"This is my second visit to the mark. Every time I end up comming here, I always find myself being the akward person that is just looking around in all... So between the hookers and the bad service where should we begin....

I dont know how NYPD hasn't shut this place down. The staff is clearly being paid off... I love the drinks and the food in the bar, however have been really disgusted about all the escorts sitting around this place waiting for clients. Whether..."
